Strength,筋力
Flare,フレア
Recover Mana on consuming Power Charge,パワーチャージ消費時マナ回復
Well of Power,力の井戸
Infusion and Power Charge Duration,インフュージョンおよびパワーチャージ持続時間
Infusion of Power,力のインフュージョン
Power Charge Duration and Energy Shield,パワーチャージ持続時間およびエナジーシールド
Thirst for Power,力への渇望
Endurance Charge Duration and Armour,エンデュランスチャージ持続時間およびアーマー
Thirst for Endurance,耐久への渇望
Attack Speed and Minion Attack Speed,アタックスピードおよびミニオンアタックスピード
Among the Hordes,群れの中で
Spell Hinder,スペル阻害
Seal Generation Frequency,シール生成頻度
Wasting Casts,無駄なキャスト
Flammability Magnitude and Fire Damage,可燃性強度および火ダメージ
Ignite Magnitude and Poison Magnitude,発火強度および毒強度
Dread Engineer's Concoction,恐怖の技師の混合物
Fire Damage and Attack Damage,火ダメージおよびアタックダメージ
Blazing Arms,灼熱の腕
Ichlotl's Inferno,イクロトルの業火
Faster Ignites and Flammability Magnitude,素早い発火および可燃性強度
Engineered Blaze,設計された業火
Attack Cold Damage and Freeze Buildup,アタック冷気ダメージおよび凍結蓄積
Biting Frost,バイティングフロスト
Attack Cold Damage,アタック冷気ダメージ
Deep Freeze,凍結持続
Empowered Attack Freeze Buildup,強化されたアタック凍結蓄積
Hail,雹
Constricting,締め付け
Physical Damage and Increased Duration,物理ダメージおよび持続時間増加
Physical Damage and Reduced Duration,物理ダメージおよび持続時間減少
Plant Skill Damage,プラントスキルダメージ
Boundless Growth,果てしなき成長
Return to Nature,自然に還れ
Dangerous Blossom,危険な開花
Proliferating Weeds,繁殖する草
Mana Regeneration and Skill Speed,マナ自動回復およびスキルスピード
Mana Regeneration and Critical Chance,マナ自動回復およびクリティカル率
Mana Recoup,マナ回収
Arcane Surge Spell Damage,アーケインスペルダメージ
Arcane Nature,アーケインの本質
Attack Elemental Damage,アタック元素ダメージ
Saqawal's Guidance,サカワルの導き
Increased Duration and Stun Threshold,持続時間増加およびスタン閾値
Grounded in the Earth,大地に根差す
Shapeshifted Damage,シェープシフトダメージ
Shapeshifted Skill Speed,シェープシフトスキルスピード
Shapeshifted Physical Damage,シェープシフト物理ダメージ
Shapeshifted Elemental Penetration,シェープシフト元素耐性貫通
Shapeshifting Critical Hit Chance,シェープシフトクリティカルヒット率
Piercing Claw,貫通する爪
Shapeshifting Spell Damage,シェープシフトスペルダメージ
Boon of the Beast,獣の恩寵
Shapeshifting Attack Damage,シェープシフトアタックダメージ
Shifted Strikes,変身攻撃
Bear's Roar,クマの咆哮
Wyvern's Breath,ワイバーンの吐息
Wolf's Howl,オオカミの遠吠え
Shapeshifting Elemental Ailment Chance,シェープシフト元素系状態異常確率
Shapeshifting Stun Buildup,シェープシフトスタン蓄積
Shapeshifting Armour applies to Elemental Damage Hits,シェープシフト中アーマーが元素ダメージヒットに適用
Energy Shield Delay while Shapeshifted,シェープシフト中エナジーシールド遅延
Insulating Hide,保護の皮
Shapeshifted Armour,シェープシフト中アーマー
Shapeshifted Damage against Immobilised,シェープシフト中移動不可に対するダメージ
Molten Claw,マグマの爪
Spirit of the Bear,クマの魂
Hide of the Bear,クマの皮
Bashing Beast,叩き潰す獣
Shapeshifted Life Regeneration,シェープシフト中ライフ自動回復
Shapeshifted Life Leech,シェープシフトライフリーチ
Shapeshifted Critical Chance,シェープシフトクリティカル率
Blood of the Wolf,オオカミの血
Spirit of the Wolf,オオカミの魂
Howling Beast,遠吠えの獣
Frozen Claw,凍結の爪
Scales of the Wyvern,ワイバーンの鱗
Spirit of the Wyvern,ワイバーンの魂
Shapeshifted Elemental Damage,シェープシフト元素ダメージ
Shapeshifted Accuracy Rating,シェープシフト命中
Shapeshifted Energy Shield Recharge,シェープシフトエナジーシールドリチャージ
Shapeshifted Energy Shield Delay,シェープシフトエナジーシールド遅延
Electrified Claw,電撃の爪
Surging Beast,突進の獣
Shaman,シャーマン
Adaptive Skin,適応の皮膚
Dimensional Weakspot,次元の弱点
Companion Damage and Companion Life,コンパニオンダメージおよびコンパニオンダメージ
Exposure Effect and Slow Effect,曝露効果および減速効果
Alchemical Oil,錬金術のオイル
Attack Area and Combo,アタック範囲ダメージおよびコンボ
Attack Area Damage,アタック範囲ダメージ
Frantic Reach,狂乱の射程
Resolute Reach,覚悟の射程
Dizzying Sweep,眩暈の薙ぎ払い
Disciplined Training,規律の訓練
Attack Area and Flammability Magnitude,アタック範囲および可燃性強度
Area of Effect and Damage,効果範囲およびダメージ
Encompassing Domain,包囲の領域
Sling Shots,シリングショット
Surpassing Projectile Chance,投射物超過可能確率
Multi Shot,マルチショット
Projectile Speed and Physical Damage,投射物スピードおよび物理ダメージ
Swift Flight,高速飛行
Physical Damage and Ailment Chance,物理ダメージおよび状態異常確率
Hidden Barb,見えない切っ先
Emboldening Casts,鼓舞のキャスト
Enhancing Attacks,強化のアタック
Commanding Rage,司令官の憤怒
Intense Dose,高濃度投与
Ailment Chance and Duration,状態異常確率および持続時間
Ailment Chance and Elemental Damage,状態異常確率および元素ダメージ
Nature's Bite,自然の噛みつき
Captivating Companionship,魅惑の相棒
Hunting Companion,狩りの相棒
Companion Damage,コンパニオンダメージ
Rallying Form,鼓舞の姿
Damage with Companion in Presence,存在下にコンパニオンがいる時のダメージ
Attack Speed with Companion in Presence,存在下にコンパニオンがいる時のアタックスピード
Pack Encouragement,群れの鼓舞
Companion Resistance and Life,コンパニオン耐性およびライフ
Life and Mana Regeneration Rate,ライフおよびマナ自動回復レート
Licking Wounds,傷舐め
Delayed Danger,遅延した危険
Rage on Melee Hit,近接ヒット時憤怒
Craving Slaughter,殺戮への渇望
Attack Damage while Moving,移動中のアタックダメージ
Reduced Movement Penalty and Attack Damage while Moving,移動スピードペナルティ減少および移動中のアタックダメージ
Ailment Threshold and Slow Effect on You,状態異常閾値およびプレイヤーに対する減速効果
Against the Elements,元素に対抗して
Additional Remnant Chance,追加のレムナント確率
Remnant Attraction,レムナント吸引
Focused Channel,チャネリング集中
Channelling Damage and Defences,チャネリングダメージおよび防御力
Channelling Defences,チャネリング防御力
Draiocht Cleansing,ドリオクトの浄化
Totem Area of Effect,トーテム効果範囲
Rustle of the Leaves,木の葉のざわめき
Mighty Trunk,力強い幹
Totem Cast and Attack Speed and Elemental Resistance,トーテムキャストスピードおよびアタックスピードおよび元素耐性
Attack Added Lighting Damage,アタック追加雷ダメージ
Innate Rune,内在するルーン
Cower Before the First Ones,最初の者にひれ伏せ
Damage Mastery,ダメ―ジマスタリー
Her Final Bite,最期の一咬み
Calculated Hunter,計算ずくの狩人
Rough Carapace,棘だらけの甲羅
Limitless Pursuit,際限なき追跡
Movement Mastery,移動スピードマスタリー
Deadly Thorns,致命的な棘
Everlasting Bloom,永続する開花
Power of the Storm,嵐の力
Invocation Mastery,インヴォケーションマスタリー
Call Upon the Deep,深淵に呼びかけよ
First Sting,最初の一刺し
Bleed Mastery,出血マスタリー
Forbidden Path,禁断の道のり
Life Costs and Regeneration,ライフコストおよび自動回復
Give Up Your Essence,精髄を捧げよ
Nurturing Nature,自然の育み
Armour and Block Chance,アーマーおよびブロック率
Unmoving Craiceann,不動のクレイシアン
Shelter from the Rain,雨からの避難所
Armour while Bleeding,出血中のアーマー
Vale Dweller,谷間の住人
Unquenchable Iron,熾え続ける鉄
Stun and Elemental Threshold,スタンおよび元素系閾値
Elemental Threshold,元素系閾値
Flesh Withstands,肉体は耐え抜く
Life Costs and Chaos Damage,ライフコストおよび混沌ダメージ
Relinquish Your Life,命を手放せ
Corruption Endures,穢れは消えぬ
Mentorship,メンターシップ
Ally Damage,味方ダメージ
Ally Attack and Cast Speed,味方アタックおよびキャストスピード
Self Sacrificing,自己犠牲
Trusted Partner,信頼のパートナー
Friend to Many,多くのものの友人
Known by All,万人が知るもの
Gain Maximum Power Charges on Gaining Power Charge,パワーチャージ獲得時パワーチャージ最大数獲得
Gift of the Plains,平原の贈り物
Gain Maximum Frenzy Charges on Gaining Frenzy Charge,フレンジーチャージ獲得時フレンジーチャージ最大数獲得
Prize of the Hunt,狩りの獲物
Gain Maximum Endurance Charges on Gaining Endurance Charge,エンデュランスチャージ獲得時エンデュランスチャージ最大数獲得
Strength of the Deep,深海の力
Strength and Spell Damage,筋力およびスペルダメージ
Powerful Casting,力強い詠唱
Chance to Poison and Spell Damage,毒付与確率およびスペルダメージ
Night's Bite,夜の噛みつき
Archon Duration and Critical Damage,アルコン持続時間およびクリティカルダメージ
Exhaust All Power,全ての力を使い果たせ
Channelling Stun Threshold,チャネリングスタン閾値
Channelling Life Recoup,チャネリングライフ回収
Meditative Focus,瞑想の集中
Shapeshifted Aftershock Chance,シェープシフト余震確率
Echoes of Ferocity,獰猛さの反響
Shapeshifted Skill Effect Duration,シェープシフトスキル効果持続時間
Endlessly Soaring,果てなき飛翔
Shapeshifted Mana Regeneration,シェープシフトマナ自動回復
Lunar Boon,月の恩寵
Hidden Forms,隠された形態
Damage and Minion Damage,ダメ―ジおよびミニオンダメージ
Comradery,仲間意識
Anger Management,アンガーマネジメント
Primal Hunger,プライマルハンガー
Scarred Faith,スカードフェイス
Lord of the Wilds,ロードオブザワイルド
Wildsurge Incantation,ワイルドサージインカンテーション
Disciple of Varashta,ディサイプルオブヴァラシュタ
Oracle,オラクル
Mountain Splitter,山を割るもの
Kitavan Imprint,キタヴァの刻印
Spiked Plates,棘付きのプレート
Tribute to Utula,ウトゥーラへの捧げもの
Sacred Rituals,神聖な儀式
The Fourth Teaching,第4の教え
Varashta's Intuition,ヴァラシュタの直感
Instruments of Power,力の装具
Baryanic Leylines,バリャのレイライン
Barya of Navira,ナヴィラのバリャ
Barya of Kelari,ケラリのバリャ
Barya of Ruzhan,ルザンのバリャ
Navira's Fracturing,ナヴィラの破砕
Navira's Well,ナヴィラの井戸
Navira's Oasis,ナヴィラのオアシス
Kelari's Deception,ケラリの欺き
Kelari's Judgment,ケラリの裁き
Kelari's Malediction,ケラリの呪詛
Ruzhan's Trap,ルザンの罠
Ruzhan's Reckoning,ルザンの清算
Ruzhan's Fury,ルザンの怒り
Critical Damage Bonus on You,プレイヤーに対するクリティカルダメージボーナス
Critical Hit Chance,クリティカルダメージ
Entwined Realities,交錯する現実
The Unseen Path,目に見えぬ道
Harmony Within,内なるハーモニー
Converging Paths,収束する道
Fateful Vision,宿命の幻視
Unnamed Heartwood,名もなき芯材
The Lesser Harm,小さき害
Forced Outcome,強制された結果
Turning of the Seasons,季節の変わり目
Bringer of the Apocalypse,アポカリプスをもたらすもの
Druidic Champion,ドルイドのチャンピオン
Reactive Growth,反応的成長
Avatar of Evolution,進化の化身
Furious Wellspring,激昂の源泉
Sacred Flow,聖なる流れ
Wisdom of the Maji,マジの知恵
Mirage Deadeye,ミラージュデッドアイ
Path Seeker,道を求めるもの
Path of the Sorceress,ソーサレスの道
Attack Area of Effect and Accuracy,アタック効果範囲および命中
